match_id,match_date,innings_no,batsman,batting_position,runs,balls,fours,sixes,strike_rate,not_out_flag,dismissal_type,innings_total_runs,innings_total_wkts,innings_overs,match_result
149746,08-04-2026,1,Shubman Gill,2,70,45,4,5,155.56,FALSE,Caught,210,4,20,Win
149746,08-04-2026,1,Jos Buttler,3,52,27,3,5,192.59,FALSE,Bowled,210,4,20,Win
149746,08-04-2026,1,Washington Sundar,4,55,32,6,2,171.88,FALSE,Caught,210,4,20,Win
149746,08-04-2026,1,Glenn Phillips,5,14,9,1,1,155.56,TRUE,Not Out,210,4,20,Win
149746,08-04-2026,1,Rahul Tewatia,6,1,1,0,0,100,TRUE,Not Out,210,4,20,Win
152163,16-05-2026,2,Sai Sudharsan,1,53,28,6,3,189.29,TRUE,Not Out,218,4,20,Loss
149801,12-04-2026,2,Sai Sudharsan,1,15,14,3,0,107.14,FALSE,Caught,165,3,18,Win
149801,12-04-2026,2,Shubman Gill,2,56,40,6,1,140,FALSE,Caught,165,3,18,Win
149801,12-04-2026,2,Jos Buttler,3,60,37,11,0,162.16,FALSE,Caught,165,3,18,Win
149801,12-04-2026,2,Washington Sundar,4,21,13,2,1,161.54,TRUE,Not Out,165,3,18,Win
149801,12-04-2026,2,Rahul Tewatia,5,10,8,1,0,125,TRUE,Not Out,165,3,18,Win
151796,17-04-2026,2,Sai Sudharsan,1,22,16,1,2,137.5,FALSE,Caught,181,5,19,Win
151796,17-04-2026,2,Shubman Gill,2,86,50,8,4,172,FALSE,Caught,181,5,19,Win
151796,17-04-2026,2,Jos Buttler,3,25,15,2,2,166.67,FALSE,Caught,181,5,19,Win
151796,17-04-2026,2,Washington Sundar,4,13,13,1,0,100,FALSE,Caught,181,5,19,Win
151796,17-04-2026,2,Glenn Phillips,5,19,16,2,0,118.75,FALSE,Caught,181,5,19,Win
151796,17-04-2026,2,Rahul Tewatia,6,7,6,0,0,116.67,TRUE,Not Out,181,5,19,Win
151796,17-04-2026,2,Shahrukh Khan,7,3,2,0,0,150,TRUE,Not Out,181,5,19,Win
151845,20-04-2026,2,Sai Sudharsan,1,0,1,0,0,NaN,FALSE,Caught,100,10,16,Loss
151845,20-04-2026,2,Shubman Gill,2,14,13,3,0,107.69,FALSE,Caught,100,10,16,Loss
151845,20-04-2026,2,Jos Buttler,3,5,6,1,0,83.33,FALSE,LBW,100,10,16,Loss
151845,20-04-2026,2,Washington Sundar,4,26,17,5,0,152.94,FALSE,Caught,100,10,16,Loss
151845,20-04-2026,2,Glenn Phillips,5,6,8,0,0,75,FALSE,Caught,100,10,16,Loss
151845,20-04-2026,2,Rahul Tewatia,6,8,11,1,0,72.73,FALSE,Caught,100,10,16,Loss
151845,20-04-2026,2,Shahrukh Khan,7,17,13,1,1,130.77,FALSE,Caught,100,10,16,Loss
151845,20-04-2026,2,Rashid Khan,8,4,6,0,0,66.67,FALSE,Caught,100,10,16,Loss
151845,20-04-2026,2,Kagiso Rabada,9,12,14,2,0,85.71,FALSE,Stumped,100,10,16,Loss
151845,20-04-2026,2,Ashok Sharma,10,1,3,0,0,33.33,TRUE,Not Out,100,10,16,Loss
151845,20-04-2026,2,Mohammed Siraj,11,0,3,0,0,NaN,FALSE,LBW,100,10,16,Loss
151889,24-04-2026,1,Sai Sudharsan,1,100,58,11,5,172.41,FALSE,Caught,205,3,20,Loss
151889,24-04-2026,1,Shubman Gill,2,32,24,2,1,133.33,FALSE,Caught,205,3,20,Loss
151889,24-04-2026,1,Jos Buttler,3,25,16,2,1,156.25,FALSE,Caught,205,3,20,Loss
151889,24-04-2026,1,Washington Sundar,4,19,12,1,1,158.33,TRUE,Not Out,205,3,20,Loss
151889,24-04-2026,1,Jason Holder,5,23,10,1,2,230,TRUE,Not Out,205,3,20,Loss
151913,26-04-2026,2,Sai Sudharsan,1,87,46,4,7,189.13,FALSE,Caught,162,2,16,Win
151913,26-04-2026,2,Shubman Gill,2,33,23,1,3,143.48,FALSE,Stumped,162,2,16,Win
151913,26-04-2026,2,Jos Buttler,3,39,30,4,1,130,TRUE,Not Out,162,2,16,Win
151913,26-04-2026,2,Washington Sundar,4,1,1,0,0,100,TRUE,Not Out,162,2,16,Win
151965,30-04-2026,2,Rahul Tewatia,6,27,17,4,0,158.82,TRUE,Not Out,158,6,16,Win
151965,30-04-2026,2,Sai Sudharsan,1,6,5,1,0,120,FALSE,Caught,158,6,16,Win
151965,30-04-2026,2,Shubman Gill,2,43,18,4,3,238.89,FALSE,Caught,158,6,16,Win
151965,30-04-2026,2,Jos Buttler,3,39,19,2,4,205.26,FALSE,Bowled,158,6,16,Win
151965,30-04-2026,2,Washington Sundar,4,12,12,0,1,100,FALSE,LBW,158,6,16,Win
151965,30-04-2026,2,Shahrukh Khan,5,8,8,1,0,100,FALSE,Caught,158,6,16,Win
151965,30-04-2026,2,Jason Holder,7,12,10,0,1,120,FALSE,Caught,158,6,16,Win
151965,30-04-2026,2,Rashid Khan,8,7,6,1,0,116.67,TRUE,Not Out,158,6,16,Win
152009,03-05-2026,2,Sai Sudharsan,1,57,41,5,1,139.02,FALSE,Caught,167,6,20,Win
152009,03-05-2026,2,Shubman Gill,2,5,4,1,0,125,FALSE,Caught,167,6,20,Win
152009,03-05-2026,2,Jos Buttler,3,26,22,1,2,118.18,FALSE,Caught,167,6,20,Win
152009,03-05-2026,2,Nishant Sindhu,4,15,11,0,1,136.36,FALSE,Caught,167,6,20,Win
152009,03-05-2026,2,Washington Sundar,5,40,23,5,1,173.91,TRUE,Not Out,167,6,20,Win
152009,03-05-2026,2,Rahul Tewatia,6,2,6,0,0,33.33,FALSE,Caught,167,6,20,Win
152009,03-05-2026,2,Jason Holder,7,5,7,0,0,71.43,FALSE,Caught,167,6,20,Win
152009,03-05-2026,2,Arshad Khan,8,8,5,1,0,160,TRUE,Not Out,167,6,20,Win
152075,09-05-2026,1,Sai Sudharsan,1,55,36,6,2,152.78,FALSE,Caught,229,4,20,Win
152075,09-05-2026,1,Shubman Gill,2,84,44,9,3,190.91,FALSE,Caught,229,4,20,Win
152075,09-05-2026,1,Jos Buttler,3,13,10,1,1,130,FALSE,Caught,229,4,20,Win
152075,09-05-2026,1,Washington Sundar,4,37,20,2,3,185,TRUE,Not Out,229,4,20,Win
152075,09-05-2026,1,Jason Holder,5,7,7,1,0,100,FALSE,Caught,229,4,20,Win
152075,09-05-2026,1,Rahul Tewatia,6,14,4,0,2,350,TRUE,Not Out,229,4,20,Win
152119,12-05-2026,1,Sai Sudharsan,1,61,44,5,2,138.64,FALSE,Caught,168,5,20,Win
152119,12-05-2026,1,Shubman Gill,2,5,7,1,0,71.43,FALSE,Caught,168,5,20,Win
152119,12-05-2026,1,Jos Buttler,3,7,11,1,0,63.64,FALSE,Caught,168,5,20,Win
152119,12-05-2026,1,Nishant Sindhu,4,22,14,3,1,157.14,FALSE,Caught,168,5,20,Win
152119,12-05-2026,1,Washington Sundar,5,50,33,7,1,151.52,FALSE,Caught,168,5,20,Win
152119,12-05-2026,1,Jason Holder,6,11,10,0,0,110,TRUE,Not Out,168,5,20,Win
152119,12-05-2026,1,Rahul Tewatia,7,4,1,1,0,400,TRUE,Not Out,168,5,20,Win
152163,16-05-2026,2,Shubman Gill,2,85,49,5,7,173.47,FALSE,Caught,218,4,20,Loss
152163,16-05-2026,2,Nishant Sindhu,3,1,4,0,0,25,FALSE,Caught,218,4,20,Loss
152163,16-05-2026,2,Jos Buttler,4,57,35,5,2,162.86,FALSE,Caught,218,4,20,Loss
152163,16-05-2026,2,Rahul Tewatia,5,2,4,0,0,50,FALSE,Caught,218,4,20,Loss
152229,21-05-2026,1,Sai Sudharsan,1,84,53,7,4,158.49,FALSE,Caught,229,4,20,Win
152229,21-05-2026,1,Shubman Gill,2,64,37,7,3,172.97,FALSE,Caught,229,4,20,Win
152229,21-05-2026,1,Jos Buttler,3,57,27,5,4,211.11,TRUE,Not Out,229,4,20,Win
152229,21-05-2026,1,Rahul Tewatia,4,0,1,0,0,NaN,FALSE,Run Out,229,4,20,Win
152229,21-05-2026,1,Washington Sundar,5,7,3,0,1,233.33,FALSE,Caught,229,4,20,Win
155376,26-05-2026,2,Sai Sudharsan,1,14,9,3,0,155.56,FALSE,Other,162,10,19,Loss
155376,26-05-2026,2,Shubman Gill,2,2,7,0,0,28.57,FALSE,Bowled,162,10,19,Loss
155376,26-05-2026,2,Jos Buttler,3,29,11,4,2,263.64,FALSE,Bowled,162,10,19,Loss
155376,26-05-2026,2,Nishant Sindhu,4,5,3,1,0,166.67,FALSE,Caught,162,10,19,Loss
155376,26-05-2026,2,Washington Sundar,5,8,8,1,0,100,FALSE,Caught,162,10,19,Loss
155376,26-05-2026,2,Jason Holder,6,0,3,0,0,NaN,FALSE,Caught,162,10,19,Loss
155376,26-05-2026,2,Rahul Tewatia,7,68,43,8,4,158.14,FALSE,Caught,162,10,19,Loss
155376,26-05-2026,2,Rashid Khan,8,8,9,0,1,88.89,FALSE,Caught,162,10,19,Loss
155376,26-05-2026,2,Kagiso Rabada,9,9,5,2,0,180,FALSE,Caught,162,10,19,Loss
155376,26-05-2026,2,Mohammed Siraj,10,5,13,1,0,38.46,FALSE,Caught,162,10,19,Loss
155376,26-05-2026,2,Prasidh Krishna,11,6,7,1,0,85.71,TRUE,Not Out,162,10,19,Loss
155398,29-05-2026,2,Sai Sudharsan,1,58,32,8,1,181.25,FALSE,Other,219,3,18,Win
155398,29-05-2026,2,Shubman Gill,2,104,53,15,3,196.23,FALSE,LBW,219,3,18,Win
155398,29-05-2026,2,Jos Buttler,3,9,9,0,0,100,TRUE,Not Out,219,3,18,Win
155398,29-05-2026,2,Washington Sundar,4,16,9,2,1,177.78,FALSE,Caught,219,3,18,Win
155398,29-05-2026,2,Rahul Tewatia,5,17,9,2,1,188.89,TRUE,Not Out,219,3,18,Win
155409,31-05-2026,1,Sai Sudharsan,1,12,12,2,0,100,FALSE,Caught,155,8,20,Loss
155409,31-05-2026,1,Shubman Gill,2,10,8,2,0,125,FALSE,Caught,155,8,20,Loss
155409,31-05-2026,1,Nishant Sindhu,3,20,18,3,0,111.11,FALSE,Caught,155,8,20,Loss
155409,31-05-2026,1,Jos Buttler,4,19,23,1,0,82.61,FALSE,Stumped,155,8,20,Loss
155409,31-05-2026,1,Washington Sundar,5,50,37,5,0,135.14,TRUE,Not Out,155,8,20,Loss
155409,31-05-2026,1,Arshad Khan,6,15,6,0,2,250,FALSE,Caught,155,8,20,Loss
155409,31-05-2026,1,Rahul Tewatia,7,7,5,1,0,140,FALSE,Caught,155,8,20,Loss
155409,31-05-2026,1,Jason Holder,8,7,5,1,0,140,FALSE,Caught,155,8,20,Loss
155409,31-05-2026,1,Rashid Khan,9,7,3,0,1,233.33,FALSE,Caught,155,8,20,Loss
155409,31-05-2026,1,Kagiso Rabada,10,3,3,0,0,100,TRUE,Not Out,155,8,20,Loss
